trading_date,ticker,stable_security_id,premarket_real_bars_60m,scorable,open_0930,close,day_mfe_pct,close_vs_open_pct,top_10_mover,realized_return_pct,cost_model_id,execution_policy_v1.0_net_realized_return_pct,execution_policy_v1.0_cost_bps,execution_policy_v1.0_net_capture_ratio,execution_policy_atr_v1.0_net_realized_return_pct,execution_policy_atr_v1.0_cost_bps,execution_policy_atr_v1.0_net_capture_ratio
2024-06-04,AA,BBG00B3T3HF1,17,true,43.010000,42.000000,0.627296,-2.348291,false,0.000000,execution_costs_v1.0,0.000000,0.000000,,,,
2024-06-04,AAL,BBG005P7Q907,39,true,11.540000,11.510000,2.166378,-0.259965,false,0.000000,execution_costs_v1.0,0.000000,0.000000,,,,
2024-06-04,AAOI,BBG001SG47G4,0,false,10.600000,10.050000,0.471698,-5.188679,false,0.000000,execution_costs_v1.0,0.000000,0.000000,,,,
2024-06-04,AAON,BBG001S6CZK0,0,false,73.440000,72.010000,0.006808,-1.947168,false,0.000000,execution_costs_v1.0,0.000000,0.000000,,,,
2024-06-04,AAP,BBG001SD2SB2,0,false,67.000000,65.190000,0.000000,-2.701493,false,0.000000,execution_costs_v1.0,0.000000,0.000000,,,,
2024-06-04,AAT,BBG001TCBJS5,0,false,21.720000,21.810000,1.887661,0.414365,false,0.000000,execution_costs_v1.0,0.000000,0.000000,,,,
2024-06-04,AB,BBG001S5N9S0,1,false,34.040000,33.750000,0.190952,-0.851939,false,0.000000,execution_costs_v1.0,0.000000,0.000000,,,,
2024-06-04,ABCB,BBG001S80PX7,0,false,47.290000,47.250000,1.120744,-0.084584,false,0.000000,execution_costs_v1.0,0.000000,0.000000,,,,
2024-06-04,ABCL,BBG00LLW2MH0,2,false,3.880000,3.770000,0.386598,-2.835052,false,0.000000,execution_costs_v1.0,0.000000,0.000000,,,,
2024-06-04,ABG,BBG001S9B5H5,0,false,240.510000,237.980000,0.523887,-1.051931,false,0.000000,execution_costs_v1.0,0.000000,0.000000,,,,
